keyword	day	clicks	pis	cpc	leads	sales	umsatz	cpo	cpl	scr	lcr	ka	ctr	cost	Nday
bigX de	2006-03-17	121	316	0.407107	0	9	1123.8	5.47333	0	0.0743802	0	0.0438334	0.382911	49.26	13224
bigX de	2006-03-18	66	271	0.485455	0	9	899.05	3.56	0	0.136364	0	0.0356376	0.243542	32.04	13225
bigX de	2006-03-19	118	357	0.362797	0	9	879.5	4.75667	0	0.0762712	0	0.0486754	0.330532	42.81	13226
bigX de	2006-02-01	60	164	0.0516667	0	4	304.6	0.775	0	0.0666667	0	0.0101773	0.365854	3.1	13180
bigX de	2006-07-22	67	119	0.0576119	0	8	1511.2	0.4825	0	0.119403	0	0.00255426	0.563025	3.86	13351
bigX de	2006-05-20	61	118	0.0336066	0	5	347.5	0.41	0	0.0819672	0	0.00589928	0.516949	2.05	13288
bigX de	2006-08-29	75	170	0.0586667	0	4	932.75	1.1	0	0.0533333	0	0.00471723	0.441176	4.4	13389
bigX de	2006-07-21	53	122	0.0516981	0	4	434.65	0.685	0	0.0754717	0	0.00630392	0.434426	2.74	13350
bigX de	2006-02-22	77	175	0.0305195	0	3	901	0.783333	0	0.038961	0	0.00260821	0.44	2.35	13201
bigX de	2006-08-20	73	187	0.0506849	0	8	1236.35	0.4625	0	0.109589	0	0.00299268	0.390374	3.7	13380
bigX de	2006-03-26	76	187	0.0705263	0	10	1184.8	0.536	0	0.131579	0	0.00452397	0.406417	5.36	13233
bigX de	2006-05-11	52	126	0.0765385	0	6	979.95	0.663333	0	0.115385	0	0.00406143	0.412698	3.98	13279
bigX de	2006-06-23	55	104	0.098	0	4	354.55	1.3475	0	0.0727273	0	0.0152024	0.528846	5.39	13322
bigX de	2006-06-25	59	99	0.111017	0	5	750.05	1.31	0	0.0847458	0	0.00873275	0.59596	6.55	13324
bigX de	2006-06-18	69	153	0.0869565	0	4	946.65	1.5	0	0.057971	0	0.00633814	0.45098	6	13317
bigX de	2006-04-04	59	166	0.0452542	0	9	1240.3	0.296667	0	0.152542	0	0.0021527	0.355422	2.67	13242
bigX de	2006-04-14	68	137	0.0708824	0	11	1051.8	0.438182	0	0.161765	0	0.00458262	0.49635	4.82	13252
bigX de	2006-02-11	61	158	0.0378689	0	4	371.55	0.5775	0	0.0655738	0	0.0062172	0.386076	2.31	13190
bigX de	2006-01-30	52	131	0.0103846	0	6	1003.75	0.09	0	0.115385	0	0.000537983	0.396947	0.54	13178
bigX de	2006-08-26	58	125	0.0443103	0	4	318.65	0.6425	0	0.0689655	0	0.00806528	0.464	2.57	13386
bigX de	2006-02-02	65	125	0.0387692	0	9	998.9	0.28	0	0.138462	0	0.00252278	0.52	2.52	13181
bigX de	2006-06-17	62	120	0.0958065	0	8	715.8	0.7425	0	0.129032	0	0.00829841	0.516667	5.94	13316
bigX de	2006-04-06	94	208	0.11617	0	5	743.4	2.184	0	0.0531915	0	0.0146893	0.451923	10.92	13244
bigX de	2006-04-28	52	132	0.0471154	0	2	199.75	1.225	0	0.0384615	0	0.0122653	0.393939	2.45	13266
bigX de	2006-05-22	42	135	0.0471429	0	4	260.4	0.495	0	0.0952381	0	0.00760369	0.311111	1.98	13290
bigX de	2006-07-08	39	101	0.0666667	0	3	515	0.866667	0	0.0769231	0	0.00504854	0.386139	2.6	13337
bigX de	2006-06-16	53	139	0.0950943	0	9	1940.7	0.56	0	0.169811	0	0.002597	0.381295	5.04	13315
bigX de	2006-07-05	46	102	0.0728261	0	4	1741.8	0.8375	0	0.0869565	0	0.0019233	0.45098	3.35	13334
bigX de	2006-02-06	50	104	0.0546	0	3	344.55	0.91	0	0.06	0	0.00792338	0.480769	2.73	13185
bigX de	2006-05-31	52	159	0.0407692	0	3	209.74	0.706667	0	0.0576923	0	0.0101078	0.327044	2.12	13299
bigX de	2006-02-13	56	140	0.0671429	0	7	456.55	0.537143	0	0.125	0	0.00823568	0.4	3.76	13192
bigX de	2006-04-26	74	185	0.102027	0	6	537.25	1.25833	0	0.0810811	0	0.014053	0.4	7.55	13264
bigX de	2006-02-28	44	115	0.0422727	0	2	326.25	0.93	0	0.0454545	0	0.00570115	0.382609	1.86	13207
bigX de	2006-08-22	90	178	0.0591111	0	6	610.05	0.886667	0	0.0666667	0	0.0087206	0.505618	5.32	13382
bigX de	2006-02-03	38	127	0.0276316	0	3	215.8	0.35	0	0.0789474	0	0.00486562	0.299213	1.05	13182
bigX de	2006-06-09	53	110	0.0709434	0	7	591.74	0.537143	0	0.132075	0	0.00635414	0.481818	3.76	13308
bigX de	2006-08-14	73	174	0.0516438	0	8	950.75	0.47125	0	0.109589	0	0.00396529	0.41954	3.77	13374
bigX de	2006-04-07	53	121	0.0784906	0	0	0	0	0	0	0	0	0.438017	4.16	13245
bigX de	2006-05-23	54	115	0.0416667	0	8	761.75	0.28125	0	0.148148	0	0.00295372	0.469565	2.25	13291
bigX de	2006-04-05	138	280	0.0898551	0	15	1458.29	0.826667	0	0.108696	0	0.00850311	0.492857	12.4	13243
bigX de	2006-04-01	57	128	0.0364912	0	6	398.45	0.346667	0	0.105263	0	0.00522023	0.445313	2.08	13239
bigX de	2006-06-22	59	111	0.125763	0	4	303.95	1.855	0	0.0677966	0	0.0244119	0.531532	7.42	13321
bigX de	2006-07-16	48	119	0.06375	0	4	793.05	0.765	0	0.0833333	0	0.00385852	0.403361	3.06	13345
bigX de	2006-06-06	46	133	0.04	0	4	379.45	0.46	0	0.0869565	0	0.00484912	0.345865	1.84	13305
bigX de	2006-01-27	42	104	0.0154762	0	5	592.45	0.13	0	0.119048	0	0.00109714	0.403846	0.65	13175
bigX de	2006-07-12	54	114	0.0751852	0	10	732.05	0.406	0	0.185185	0	0.00554607	0.473684	4.06	13341
bigX de	2006-08-01	53	108	0.0513208	0	7	1004.8	0.388571	0	0.132075	0	0.00270701	0.490741	2.72	13361
bigX de	2006-08-02	95	205	0.0790526	0	2	214.69	3.755	0	0.0210526	0	0.0349807	0.463415	7.51	13362
bigX de	2006-08-03	89	191	0.0634831	0	10	1710.5	0.565	0	0.11236	0	0.00330313	0.465969	5.65	13363
bigX de	2006-08-04	45	122	0.0875556	0	6	818.7	0.656667	0	0.133333	0	0.00481251	0.368852	3.94	13364
bigX de	2006-07-25	51	120	0.0492157	0	5	444.2	0.502	0	0.0980392	0	0.00565061	0.425	2.51	13354
bigX de	2006-05-15	38	160	0.0431579	0	5	460.4	0.328	0	0.131579	0	0.00356212	0.2375	1.64	13283
bigX de	2006-07-03	51	89	0.125686	0	8	1078.2	0.80125	0	0.156863	0	0.00594509	0.573034	6.41	13332
bigX de	2006-08-05	59	108	0.0511864	0	4	580.45	0.755	0	0.0677966	0	0.00520286	0.546296	3.02	13365
bigX de	2006-06-11	47	105	0.0689362	0	8	1252.55	0.405	0	0.170213	0	0.00258672	0.447619	3.24	13310
bigX de	2006-04-23	139	281	0.0426619	0	8	796.5	0.74125	0	0.057554	0	0.00744507	0.494662	5.93	13261
bigX de	2006-06-05	63	146	0.0809524	0	5	812.4	1.02	0	0.0793651	0	0.0062777	0.431507	5.1	13304
bigX de	2006-02-24	69	141	0.0423188	0	8	920.75	0.365	0	0.115942	0	0.00317133	0.489362	2.92	13203
bigX de	2006-03-30	71	196	0.0761972	0	5	232.65	1.082	0	0.0704225	0	0.0232538	0.362245	5.41	13237
bigX de	2006-06-14	58	95	0.114483	0	4	1515.2	1.66	0	0.0689655	0	0.00438226	0.610526	6.64	13313
bigX de	2006-06-15	86	155	0.099186	0	5	479.25	1.706	0	0.0581395	0	0.0177986	0.554839	8.53	13314
bigX de	2006-04-20	93	242	0.05	0	10	1240.54	0.465	0	0.107527	0	0.00374837	0.384298	4.65	13258
bigX de	2006-02-18	47	159	0.0459574	0	3	253.8	0.72	0	0.0638298	0	0.00851064	0.295597	2.16	13197
bigX de	2006-01-09	69	117	0.0268116	0	6	797	0.308333	0	0.0869565	0	0.0023212	0.589744	1.85	13157
bigX de	2006-01-10	81	158	0.0134568	0	10	1543.7	0.109	0	0.123457	0	0.000706096	0.512658	1.09	13158
bigX de	2006-08-28	53	116	0.0643396	0	4	366.54	0.8525	0	0.0754717	0	0.00930321	0.456897	3.41	13388
bigX de	2006-05-01	64	168	0.0520313	0	5	575.45	0.666	0	0.078125	0	0.00578678	0.380952	3.33	13269
bigX de	2006-03-20	80	284	0.29125	0	8	966.5	2.9125	0	0.1	0	0.0241076	0.28169	23.3	13227
bigX de	2006-07-06	45	103	0.0353333	0	6	1787.85	0.265	0	0.133333	0	0.000889336	0.436893	1.59	13335
bigX de	2006-01-15	68	109	0.0294118	0	5	1016.9	0.4	0	0.0735294	0	0.00196676	0.623853	2	13163
bigX de	2006-01-16	52	118	0.0394231	0	3	251.85	0.683333	0	0.0576923	0	0.00813977	0.440678	2.05	13164
bigX de	2006-01-26	64	163	0.0292188	0	9	1399.95	0.207778	0	0.140625	0	0.00133576	0.392638	1.87	13174
bigX de	2006-02-05	58	151	0.0606897	0	7	613.1	0.502857	0	0.12069	0	0.00574131	0.384106	3.52	13184
bigX de	2006-03-21	91	309	0.302747	0	13	2015.45	2.11923	0	0.142857	0	0.0136694	0.294498	27.55	13228
bigX de	2006-03-22	99	371	0.303737	0	7	446.35	4.29571	0	0.0707071	0	0.0673687	0.266846	30.07	13229
bigX de	2006-03-23	98	260	0.232551	0	7	695.05	3.25571	0	0.0714286	0	0.032789	0.376923	22.79	13230
bigX de	2006-03-24	88	236	0.261705	0	10	1751.7	2.303	0	0.113636	0	0.0131472	0.372881	23.03	13231
bigX de	2006-03-25	70	155	0.045	0	4	322.7	0.7875	0	0.0571429	0	0.00976139	0.451613	3.15	13232
bigX de	2006-07-07	31	76	0.066129	0	1	186.75	2.05	0	0.0322581	0	0.0109772	0.407895	2.05	13336
bigX de	2006-05-09	67	159	0.0331343	0	4	505.5	0.555	0	0.0597015	0	0.00439169	0.421384	2.22	13277
bigX de	2006-04-03	65	160	0.0393846	0	5	518.45	0.512	0	0.0769231	0	0.0049378	0.40625	2.56	13241
bigX de	2006-07-27	59	148	0.0772881	0	5	299.05	0.912	0	0.0847458	0	0.0152483	0.398649	4.56	13356
bigX de	2006-05-17	78	219	0.0739744	0	4	321.7	1.4425	0	0.0512821	0	0.017936	0.356164	5.77	13285
bigX de	2006-06-04	55	129	0.0425455	0	5	518.25	0.468	0	0.0909091	0	0.0045152	0.426357	2.34	13303
bigX de	2006-03-27	86	176	0.0281395	0	6	837.95	0.403333	0	0.0697674	0	0.002888	0.488636	2.42	13234
bigX de	2006-05-21	62	138	0.0667742	0	6	442.55	0.69	0	0.0967742	0	0.00935488	0.449275	4.14	13289
bigX de	2006-05-02	45	157	0.0473333	0	5	653.85	0.426	0	0.111111	0	0.00325763	0.286624	2.13	13270
bigX de	2006-07-26	65	169	0.0527692	0	5	319.55	0.686	0	0.0769231	0	0.0107338	0.384615	3.43	13355
bigX de	2006-02-27	60	130	0.0411667	0	2	633.25	1.235	0	0.0333333	0	0.00390051	0.461538	2.47	13206
bigX de	2006-07-04	39	112	0.0779487	0	4	1233.15	0.76	0	0.102564	0	0.00246523	0.348214	3.04	13333
bigX de	2006-04-16	43	105	0.0411628	0	4	359.65	0.4425	0	0.0930233	0	0.00492145	0.409524	1.77	13254
bigX de	2006-01-07	69	131	0.0143478	0	10	2922.3	0.099	0	0.144928	0	0.000338774	0.526718	0.99	13155
bigX de	2006-01-08	81	171	0.0164198	0	11	1128.85	0.120909	0	0.135802	0	0.00117819	0.473684	1.33	13156
bigX de	2006-03-28	73	147	0.0317808	0	2	272.65	1.16	0	0.0273973	0	0.00850908	0.496599	2.32	13235
bigX de	2006-03-03	42	109	0.0435714	0	1	44.95	1.83	0	0.0238095	0	0.0407119	0.385321	1.83	13210
bigX de	2006-02-17	58	126	0.0393103	0	4	177.8	0.57	0	0.0689655	0	0.0128234	0.460317	2.28	13196
bigX de	2006-07-01	35	83	0.111429	0	4	653.05	0.975	0	0.114286	0	0.00597198	0.421687	3.9	13330
bigX de	2006-05-27	43	106	0.0648837	0	3	776.15	0.93	0	0.0697674	0	0.00359467	0.40566	2.79	13295
bigX de	2006-01-28	45	152	0.0151111	0	2	164.8	0.34	0	0.0444444	0	0.00412621	0.296053	0.68	13176
bigX de	2006-08-16	109	211	0.0711009	0	10	2289.75	0.775	0	0.0917431	0	0.00338465	0.516588	7.75	13376
bigX de	2006-04-15	43	107	0.0788372	0	3	502.3	1.13	0	0.0697674	0	0.00674895	0.401869	3.39	13253
bigX de	2006-05-10	45	125	0.0713333	0	5	451.4	0.642	0	0.111111	0	0.00711121	0.36	3.21	13278
bigX de	2006-05-13	32	95	0.0415625	0	3	218.6	0.443333	0	0.09375	0	0.00608417	0.336842	1.33	13281
bigX de	2006-08-15	77	150	0.0650649	0	5	488.5	1.002	0	0.0649351	0	0.0102559	0.513333	5.01	13375
bigX de	2006-02-25	55	113	0.0489091	0	7	706.35	0.384286	0	0.127273	0	0.00380831	0.486726	2.69	13204
bigX de	2006-02-26	58	115	0.0305172	0	1	24.95	1.77	0	0.0172414	0	0.0709419	0.504348	1.77	13205
bigX de	2006-01-19	58	113	0.035	0	4	369.6	0.5075	0	0.0689655	0	0.00549242	0.513274	2.03	13167
bigX de	2006-01-20	51	157	0.0176471	0	5	426.7	0.18	0	0.0980392	0	0.00210921	0.324841	0.9	13168
bigX de	2006-05-30	45	130	0.0497778	0	1	116.85	2.24	0	0.0222222	0	0.0191699	0.346154	2.24	13298
bigX de	2006-08-31	167	337	0.0610778	0	18	2042.75	0.566667	0	0.107784	0	0.00499327	0.495549	10.2	13391
bigX de	2006-02-09	57	202	0.0438596	0	7	678.1	0.357143	0	0.122807	0	0.00368677	0.282178	2.5	13188
bigX de	2006-08-17	74	168	0.0914865	0	10	1566.3	0.677	0	0.135135	0	0.00432229	0.440476	6.77	13377
bigX de	2006-01-11	96	204	0.0319792	0	11	1120.25	0.279091	0	0.114583	0	0.00274046	0.470588	3.07	13159
bigX de	2006-01-12	55	107	0.0347273	0	8	1040.45	0.23875	0	0.145455	0	0.00183574	0.514019	1.91	13160
bigX de	2006-05-12	53	114	0.0543396	0	3	260.45	0.96	0	0.0566038	0	0.0110578	0.464912	2.88	13280
bigX de	2006-04-27	78	183	0.0676923	0	7	722.85	0.754286	0	0.0897436	0	0.00730442	0.42623	5.28	13265
bigX de	2006-08-19	58	89	0.072931	0	4	351.33	1.0575	0	0.0689655	0	0.01204	0.651685	4.23	13379
bigX de	2006-06-08	43	115	0.0895349	0	3	261.6	1.28333	0	0.0697674	0	0.0147171	0.373913	3.85	13307
bigX de	2006-01-18	79	156	0.0301266	0	10	688.8	0.238	0	0.126582	0	0.00345528	0.50641	2.38	13166
bigX de	2006-01-31	52	119	0.0178846	0	1	34.95	0.93	0	0.0192308	0	0.0266094	0.436975	0.93	13179
bigX de	2006-05-26	46	103	0.0815217	0	4	343.45	0.9375	0	0.0869565	0	0.0109186	0.446602	3.75	13294
bigX de	2006-05-14	51	146	0.0584314	0	9	924.75	0.331111	0	0.176471	0	0.00322249	0.349315	2.98	13282
bigX de	2006-07-13	48	103	0.0827083	0	6	1083.8	0.661667	0	0.125	0	0.00366304	0.466019	3.97	13342
bigX de	2006-07-15	48	95	0.0752083	0	3	363.6	1.20333	0	0.0625	0	0.00992849	0.505263	3.61	13344
bigX de	2006-06-26	53	131	0.126604	0	8	624.05	0.83875	0	0.150943	0	0.0107523	0.40458	6.71	13325
bigX de	2006-07-10	37	122	0.0637838	0	5	561.35	0.472	0	0.135135	0	0.00420415	0.303279	2.36	13339
bigX de	2006-05-06	44	92	0.0361364	0	1	29.95	1.59	0	0.0227273	0	0.0530885	0.478261	1.59	13274
bigX de	2006-08-09	125	265	0.1184	0	11	1319.3	1.34545	0	0.088	0	0.0112181	0.471698	14.8	13369
bigX de	2006-04-08	45	108	0.0462222	0	4	495.1	0.52	0	0.0888889	0	0.00420117	0.416667	2.08	13246
bigX de	2006-01-05	74	144	0.0105405	0	6	1080.35	0.13	0	0.0810811	0	0.000721988	0.513889	0.78	13153
bigX de	2006-01-06	111	159	0.0175676	0	14	2355.5	0.139286	0	0.126126	0	0.00082785	0.698113	1.95	13154
bigX de	2006-06-03	27	63	0.0651852	0	3	222.65	0.586667	0	0.111111	0	0.00790478	0.428571	1.76	13302
bigX de	2006-08-25	52	118	0.0401923	0	11	1206.15	0.19	0	0.211538	0	0.00173279	0.440678	2.09	13385
bigX de	2006-07-23	54	135	0.0524074	0	6	584.25	0.471667	0	0.111111	0	0.00484382	0.4	2.83	13352
bigX de	2006-08-30	119	193	0.0757143	0	4	468.3	2.2525	0	0.0336134	0	0.0192398	0.61658	9.01	13390
bigX de	2006-06-10	26	67	0.0619231	0	1	39.9	1.61	0	0.0384615	0	0.0403509	0.38806	1.61	13309
bigX de	2006-06-02	28	82	0.0542857	0	1	33.85	1.52	0	0.0357143	0	0.044904	0.341463	1.52	13301
bigX de	2006-01-02	75	180	0.0254667	0	5	575.7	0.382	0	0.0666667	0	0.0033177	0.416667	1.91	13150
bigX de	2006-05-19	61	159	0.037377	0	7	1977.25	0.325714	0	0.114754	0	0.00115312	0.383648	2.28	13287
bigX de	2006-06-29	77	164	0.114805	0	4	376.4	2.21	0	0.0519481	0	0.0234857	0.469512	8.84	13328
bigX de	2006-07-11	58	134	0.04	0	2	245.65	1.16	0	0.0344828	0	0.00944433	0.432836	2.32	13340
bigX de	2006-01-01	43	94	0.0172093	0	4	396.45	0.185	0	0.0930233	0	0.00186657	0.457447	0.74	13149
bigX de	2006-06-21	49	101	0.112653	0	8	832.9	0.69	0	0.163265	0	0.00662745	0.485149	5.52	13320
bigX de	2006-04-09	82	218	0.0580488	0	6	449.3	0.793333	0	0.0731707	0	0.0105943	0.376147	4.76	13247
bigX de	2006-02-15	61	125	0.0339344	0	7	917.45	0.295714	0	0.114754	0	0.00225625	0.488	2.07	13194
bigX de	2006-06-01	58	119	0.0806897	0	5	701.65	0.936	0	0.0862069	0	0.00666999	0.487395	4.68	13300
bigX de	2006-06-27	72	148	0.109861	0	8	1167.5	0.98875	0	0.111111	0	0.00677516	0.486486	7.91	13326
bigX de	2006-07-28	43	110	0.0637209	0	3	349.6	0.913333	0	0.0697674	0	0.00783753	0.390909	2.74	13357
bigX de	2006-04-11	61	137	0.0509836	0	5	1097.85	0.622	0	0.0819672	0	0.00283281	0.445255	3.11	13249
bigX de	2006-02-10	72	144	0.0761111	0	5	1221.1	1.096	0	0.0694444	0	0.00448776	0.5	5.48	13189
bigX de	2006-04-30	57	131	0.0654386	0	8	1030.7	0.46625	0	0.140351	0	0.0036189	0.435115	3.73	13268
bigX de	2006-01-13	53	153	0.0366038	0	7	364.4	0.277143	0	0.132075	0	0.00532382	0.346405	1.94	13161
bigX de	2006-01-14	40	83	0.037	0	4	500.85	0.37	0	0.1	0	0.00295498	0.481928	1.48	13162
bigX de	2006-08-12	59	122	0.0688136	0	9	654.15	0.451111	0	0.152542	0	0.00620653	0.483607	4.06	13372
bigX de	2006-05-29	33	94	0.0530303	0	1	213.6	1.75	0	0.030303	0	0.00819288	0.351064	1.75	13297
bigX de	2006-04-22	83	186	0.0601205	0	7	2094.1	0.712857	0	0.0843373	0	0.00238289	0.446237	4.99	13260
bigX de	2006-08-07	68	127	0.0507353	0	4	434.55	0.8625	0	0.0588235	0	0.00793925	0.535433	3.45	13367
bigX de	2006-08-23	114	188	0.0574561	0	3	304.5	2.18333	0	0.0263158	0	0.0215107	0.606383	6.55	13383
bigX de	2006-01-22	63	173	0.0273016	0	8	773.05	0.215	0	0.126984	0	0.00222495	0.364162	1.72	13170
bigX de	2006-05-03	55	121	0.0394545	0	3	1023	0.723333	0	0.0545455	0	0.00212121	0.454545	2.17	13271
bigX de	2006-03-29	92	229	0.0942391	0	7	1192.55	1.23857	0	0.076087	0	0.00727014	0.401747	8.67	13236
bigX de	2006-06-30	58	103	0.100862	0	5	423.4	1.17	0	0.0862069	0	0.0138167	0.563107	5.85	13329
bigX de	2006-07-02	66	111	0.129091	0	4	273.35	2.13	0	0.0606061	0	0.0311688	0.594595	8.52	13331
bigX de	2006-01-25	76	194	0.0203947	0	6	674.2	0.258333	0	0.0789474	0	0.00229902	0.391753	1.55	13173
bigX de	2006-05-18	55	169	0.0569091	0	5	599.34	0.626	0	0.0909091	0	0.00522241	0.325444	3.13	13286
bigX de	2006-04-29	61	136	0.0355738	0	3	236.7	0.723333	0	0.0491803	0	0.00916772	0.448529	2.17	13267
bigX de	2006-08-10	142	279	0.101761	0	5	464.6	2.89	0	0.0352113	0	0.031102	0.508961	14.45	13370
bigX de	2006-04-21	70	162	0.0634286	0	8	1247.6	0.555	0	0.114286	0	0.00355883	0.432099	4.44	13259
bigX de	2006-02-16	72	133	0.0515278	0	3	821.7	1.23667	0	0.0416667	0	0.00451503	0.541353	3.71	13195
bigX de	2006-05-28	68	153	0.0647059	0	3	669	1.46667	0	0.0441176	0	0.00657698	0.444444	4.4	13296
bigX de	2006-07-20	55	122	0.0707273	0	4	383.95	0.9725	0	0.0727273	0	0.0101315	0.45082	3.89	13349
bigX de	2006-01-17	46	112	0.0315217	0	3	466.35	0.483333	0	0.0652174	0	0.00310925	0.410714	1.45	13165
bigX de	2006-04-13	49	137	0.11	0	3	168.7	1.79667	0	0.0612245	0	0.0319502	0.357664	5.39	13251
bigX de	2006-08-11	89	191	0.0840449	0	7	645.2	1.06857	0	0.0786517	0	0.0115933	0.465969	7.48	13371
bigX de	2006-03-31	61	139	0.082459	0	6	689.3	0.838333	0	0.0983607	0	0.00729726	0.438849	5.03	13238
bigX de	2006-02-21	48	126	0.04	0	2	66.9	0.96	0	0.0416667	0	0.0286996	0.380952	1.92	13200
bigX de	2006-04-10	46	161	0.085	0	4	549.35	0.9775	0	0.0869565	0	0.0071175	0.285714	3.91	13248
bigX de	2006-02-20	54	153	0.0566667	0	2	99.94	1.53	0	0.037037	0	0.0306184	0.352941	3.06	13199
bigX de	2006-05-05	39	139	0.0820513	0	3	156.79	1.06667	0	0.0769231	0	0.0204095	0.280576	3.2	13273
bigX de	2006-08-21	82	202	0.0657317	0	9	794.64	0.598889	0	0.109756	0	0.00678295	0.405941	5.39	13381
bigX de	2006-07-19	73	165	0.0489041	0	7	572.3	0.51	0	0.0958904	0	0.00623799	0.442424	3.57	13348
bigX de	2006-08-08	57	138	0.06	0	8	682.75	0.4275	0	0.140351	0	0.00500915	0.413043	3.42	13368
bigX de	2006-02-19	78	167	0.0462821	0	4	647.3	0.9025	0	0.0512821	0	0.00557701	0.467066	3.61	13198
bigX de	2006-08-06	59	136	0.0549153	0	6	935.3	0.54	0	0.101695	0	0.00346413	0.433824	3.24	13366
bigX de	2006-01-03	76	142	0.0321053	0	8	762.8	0.305	0	0.105263	0	0.00319874	0.535211	2.44	13151
bigX de	2006-01-29	74	146	0.0141892	0	7	904.85	0.15	0	0.0945946	0	0.00116041	0.506849	1.05	13177
bigX de	2006-02-14	69	128	0.0327536	0	4	671.05	0.565	0	0.057971	0	0.00336786	0.539063	2.26	13193
bigX de	2006-07-18	56	124	0.0467857	0	6	628.3	0.436667	0	0.107143	0	0.00416998	0.451613	2.62	13347
bigX de	2006-07-17	46	159	0.06	0	2	113.8	1.38	0	0.0434783	0	0.0242531	0.289308	2.76	13346
bigX de	2006-07-14	53	105	0.0845283	0	3	295.55	1.49333	0	0.0566038	0	0.0151582	0.504762	4.48	13343
bigX de	2006-03-01	79	143	0.0363291	0	7	721.35	0.41	0	0.0886076	0	0.00397865	0.552448	2.87	13208
bigX de	2006-06-13	44	80	0.0613636	0	3	346.64	0.9	0	0.0681818	0	0.00778906	0.55	2.7	13312
bigX de	2006-08-13	87	147	0.0829885	0	8	573.15	0.9025	0	0.091954	0	0.0125971	0.591837	7.22	13373
bigX de	2006-02-04	39	103	0.0261538	0	4	481.55	0.255	0	0.102564	0	0.00211816	0.378641	1.02	13183
bigX de	2006-04-24	56	161	0.08	0	7	1171.7	0.64	0	0.125	0	0.0038235	0.347826	4.48	13262
bigX de	2006-08-18	56	141	0.0460714	0	2	281.65	1.29	0	0.0357143	0	0.00916031	0.397163	2.58	13378
bigX de	2006-04-25	58	180	0.0655172	0	4	243.75	0.95	0	0.0689655	0	0.0155897	0.322222	3.8	13263
bigX de	2006-05-16	53	157	0.0424528	0	4	893.5	0.5625	0	0.0754717	0	0.00251819	0.33758	2.25	13284
bigX de	2006-04-18	50	129	0.0682	0	1	59.9	3.41	0	0.02	0	0.0569282	0.387597	3.41	13256
bigX de	2006-05-24	43	111	0.0653488	0	2	218.55	1.405	0	0.0465116	0	0.0128575	0.387387	2.81	13292
bigX de	2006-01-24	75	141	0.00906667	0	2	192.8	0.34	0	0.0266667	0	0.00352697	0.531915	0.68	13172
bigX de	2006-01-21	54	138	0.0237037	0	2	631.85	0.64	0	0.037037	0	0.0020258	0.391304	1.28	13169
bigX de	2006-01-23	44	103	0.0190909	0	7	594.35	0.12	0	0.159091	0	0.00141331	0.427184	0.84	13171
bigX de	2006-05-07	47	174	0.101702	0	1	85.9	4.78	0	0.0212766	0	0.0556461	0.270115	4.78	13275
bigX de	2006-05-25	55	141	0.0694545	0	9	1035.3	0.424444	0	0.163636	0	0.00368975	0.390071	3.82	13293
bigX de	2006-05-08	38	165	0.0444737	0	3	288.55	0.563333	0	0.0789474	0	0.00585687	0.230303	1.69	13276
bigX de	2006-02-23	87	151	0.052069	0	10	1526	0.453	0	0.114943	0	0.00296855	0.576159	4.53	13202
bigX de	2006-01-04	91	214	0.0103297	0	6	536.1	0.156667	0	0.0659341	0	0.0017534	0.425234	0.94	13152
bigX de	2006-04-12	92	221	0.168913	0	5	1034	3.108	0	0.0543478	0	0.015029	0.41629	15.54	13250
bigX de	2006-03-04	77	139	0.0751948	0	3	365.5	1.93	0	0.038961	0	0.0158413	0.553957	5.79	13211
bigX de	2006-03-05	71	140	0.0771831	0	6	484.35	0.913333	0	0.084507	0	0.0113141	0.507143	5.48	13212
bigX de	2006-03-06	68	147	0.0677941	0	8	1204.7	0.57625	0	0.117647	0	0.00382668	0.462585	4.61	13213
bigX de	2006-03-07	39	141	0.0453846	0	2	324.45	0.885	0	0.0512821	0	0.00545539	0.276596	1.77	13214
bigX de	2006-08-24	74	158	0.0498649	0	8	826.1	0.46125	0	0.108108	0	0.00446677	0.468354	3.69	13384
bigX de	2006-06-07	42	162	0.0430952	0	3	340.5	0.603333	0	0.0714286	0	0.00531571	0.259259	1.81	13306
bigX de	2006-04-02	56	116	0.0391071	0	4	426.5	0.5475	0	0.0714286	0	0.00513482	0.482759	2.19	13240
bigX de	2006-06-12	49	121	0.0838776	0	10	783.98	0.411	0	0.204082	0	0.00524248	0.404959	4.11	13311
bigX de	2006-06-24	31	63	0.112581	0	3	419.45	1.16333	0	0.0967742	0	0.00832042	0.492063	3.49	13323
bigX de	2006-06-28	92	182	0.144348	0	6	2132.99	2.21333	0	0.0652174	0	0.006226	0.505495	13.28	13327
bigX de	2006-04-17	59	166	0.0645763	0	5	436.35	0.762	0	0.0847458	0	0.00873152	0.355422	3.81	13255
bigX de	2006-07-31	66	137	0.0533333	0	7	511.3	0.502857	0	0.106061	0	0.00688441	0.481752	3.52	13360
bigX de	2006-07-09	50	117	0.0836	0	3	507.25	1.39333	0	0.06	0	0.00824051	0.42735	4.18	13338
bigX de	2006-06-20	54	109	0.122778	0	3	697.7	2.21	0	0.0555556	0	0.00950265	0.495413	6.63	13319
bigX de	2006-02-08	96	174	0.0471875	0	9	832.25	0.503333	0	0.09375	0	0.00544308	0.551724	4.53	13187
bigX de	2006-02-07	48	106	0.0391667	0	6	604.35	0.313333	0	0.125	0	0.00311078	0.45283	1.88	13186
